지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm)
401,1998-06-22,25.9,20.4,517,32.5,1502,0
401,1998-06-23,25.6,19.9,525,31.5,1529,0
401,1998-06-24,25.6,21.4,555,31.8,1439,0
401,1998-06-25,22.4,20.8,457,24.3,11,98.5
401,1998-06-26,22.2,21.3,637,23.3,1211,27
401,1998-06-27,23.7,20.1,333,29,1530,0
401,1998-06-28,25,22.1,550,30.2,1406,0
401,1998-06-29,26.8,22.2,442,31.8,1403,0
401,1998-06-30,25.1,22.3,2242,30.1,1205,46.5
401,1998-07-01,22.9,21.7,2147,24.7,1159,17.5
401,1998-07-02,22.4,21.5,655,24,1535,75.5
401,1998-07-03,23.6,21.7,157,26.7,1201,1
401,1998-07-04,25.7,21.8,450,30.6,1231,0
401,1998-07-05,25.4,21.4,509,32.2,1403,0
401,1998-07-06,27.4,23.5,501,32.7,1633,0
401,1998-07-07,27.9,25.5,525,31.4,1136,0
401,1998-07-08,25.2,23.6,2135,26.9,137,35
401,1998-07-09,24.9,23.6,344,26.4,1346,6
401,1998-07-10,24.7,23.8,2317,26.1,34,28
401,1998-07-11,25.6,22.4,513,30.1,1348,44.5
401,1998-07-12,26.9,24.1,555,31.1,1329,0
401,1998-07-13,26.3,22.6,557,31.1,1330,0
401,1998-07-14,25,22.1,2329,31.4,1432,8
401,1998-07-15,24.6,21.7,241,28.2,1612,10.5
401,1998-07-16,23.9,21.7,2356,27.6,1357,0
401,1998-07-17,26,20.9,429,32.1,1659,0
401,1998-07-18,25.5,21.9,2355,30.6,1344,5.5
401,1998-07-19,22,20.9,2154,24.2,1023,2.5
401,1998-07-20,25.3,20.7,534,30.8,1620,0
401,1998-07-21,25.3,22.6,1526,31,1231,1.5
401,1998-07-22,26,21.7,519,32.2,1607,0
401,1998-07-23,26.8,22.9,516,32.6,1357,0
401,1998-07-24,26.3,23.1,524,31.2,1457,0
401,1998-07-25,25.1,22.6,506,30.2,1240,0
401,1998-07-26,23.6,19.5,544,28.8,1610,7
401,1998-07-27,25.9,21.6,540,30.7,1437,0
401,1998-07-28,27,23.8,458,31.9,1426,0
401,1998-07-29,28.5,23.4,539,33,1343,0
401,1998-07-30,28.2,25.1,545,32.8,1544,0
401,1998-07-31,25.2,23.3,2252,27.7,1,25
401,1998-08-01,25.1,22.9,113,29,1251,41.5
401,1998-08-02,27.9,22.9,547,33.9,1507,5.5
401,1998-08-03,26.7,23.7,2326,31,1253,45
401,1998-08-04,25.8,22.7,614,30.5,1642,109
401,1998-08-05,27.7,25,253,30.7,1124,12.5
401,1998-08-06,25.9,23.1,737,28.8,1344,64
401,1998-08-07,26.4,23,906,32.7,1415,62.5
401,1998-08-08,24.6,23.3,1432,28.3,1045,345.5
401,1998-08-09,26.5,23.9,1,30.5,1619,0
401,1998-08-10,25.2,22.5,1122,26.9,907,52
401,1998-08-11,27.3,24.5,316,30.7,1536,38.5
401,1998-08-12,25.4,23.4,1605,29.6,1255,6.5
401,1998-08-13,27.2,23.7,347,32.1,1539,0
401,1998-08-14,,,,,,
401,1998-08-15,24.7,23.1,0,27,1719,55
401,1998-08-16,26.5,22.6,406,33,1622,0
401,1998-08-17,26.3,24.6,2334,30.7,1241,0
401,1998-08-18,26.4,22.7,610,31.2,1240,0
401,1998-08-19,26,22.7,518,29.7,1415,1
401,1998-08-20,26.1,23.4,559,30.7,1308,1
401,1998-08-21,26,21.1,617,32.7,1500,0
401,1998-08-22,26.8,22.5,420,32.3,1436,0
401,1998-08-23,24.6,22.8,1101,30,1423,24
401,1998-08-24,23.8,21.6,307,27.2,1443,2
401,1998-08-25,24.7,21.4,609,29.4,1332,0
401,1998-08-26,24.9,21.6,553,29.6,1259,0
401,1998-08-27,23.3,20.6,2320,28.1,1232,0
401,1998-08-28,24.1,19,601,29.3,1456,0
401,1998-08-29,24.4,20.3,521,31.3,1413,21.5
401,1998-08-30,24.4,20.4,527,30.7,1424,0
401,1998-08-31,24.8,20.6,553,31.2,1524,0
401,1998-09-01,23.5,21,2352,30,1422,2.5
401,1998-09-02,23.8,18.7,626,28.3,1551,0
401,1998-09-03,23.8,19.2,524,29.9,1403,0
401,1998-09-04,24.7,19.5,452,30.1,1455,0
401,1998-09-05,22,18.9,2324,26.5,1127,19.5
401,1998-09-06,24,18.3,130,30.4,1524,0
401,1998-09-07,25.4,21.1,253,30.9,1531,0.5
401,1998-09-08,26.3,22.6,546,31.1,1230,0
401,1998-09-09,26.6,21.7,449,33.3,1504,0
401,1998-09-10,27.8,22.4,614,33.9,1529,0
401,1998-09-11,27.7,23.6,639,32.4,1435,0
401,1998-09-12,27.6,22.6,615,34.8,1408,0
401,1998-09-13,27.1,23.4,537,33.5,1438,0
401,1998-09-14,26.3,23.4,654,31.1,1253,0
401,1998-09-15,23.6,20.8,2253,26.4,1542,4.5
401,1998-09-16,22,18.4,623,27.2,1511,0
401,1998-09-17,22.1,15.7,535,29.1,1342,0
401,1998-09-18,23.8,18.6,545,29.9,1548,0
401,1998-09-19,25.2,19.4,616,32.4,1437,0
401,1998-09-20,26,22.6,623,33.1,1333,7.5
401,1998-09-21,21.9,19.8,2344,24.4,149,31
401,1998-09-22,21.2,16.9,538,26.2,1248,0
401,1998-09-23,20.8,16.2,450,24.5,1326,0
401,1998-09-24,20.6,17.7,522,25.1,1347,0.5
401,1998-09-25,21.4,17.1,531,26.8,1355,0
401,1998-09-26,22.6,19.5,532,28,1354,0
401,1998-09-27,22.7,18.5,641,28.7,1459,0
401,1998-09-28,22.1,19.4,504,26.3,1324,0
401,1998-09-29,19.2,17.3,1909,21.5,1,10.5
401,1998-09-30,18.4,17.3,1,19.4,2333,48.5
401,1998-10-01,21.5,17.9,226,26.1,1438,3
401,1998-10-02,21.1,16,336,27.3,1444,0
401,1998-10-03,19.6,14.5,545,25.1,1416,0
401,1998-10-04,19.5,14.7,702,26,1516,0
401,1998-10-05,20.1,15.6,533,25.5,1302,0
401,1998-10-06,20.9,16.7,543,25.4,1246,0
401,1998-10-07,21.1,18.5,354,26.5,1444,0
401,1998-10-08,20.4,15.8,630,26,1439,0
401,1998-10-09,20.5,16,435,25.9,1419,0
401,1998-10-10,21.2,17.1,627,26.4,1440,0
401,1998-10-11,22.7,20,546,27.1,1355,0
401,1998-10-12,21,18.2,2156,24.5,1423,9
401,1998-10-13,21,16.8,550,25.8,1406,1
401,1998-10-14,18.8,15.9,2353,21.5,1,15.5
401,1998-10-15,17.5,13.2,525,22.2,1229,0
401,1998-10-16,16.1,11.9,606,20.9,1339,0
401,1998-10-17,17.4,12.6,649,21.8,1305,0
401,1998-10-18,16.6,13.6,2243,19.6,1453,0
401,1998-10-19,12.5,9.9,2358,16.1,1419,0
401,1998-10-20,12.4,6.1,626,20,1439,0
401,1998-10-21,14.1,8.5,656,21.4,1507,0
401,1998-10-22,14.8,10.6,440,19.9,1310,0
401,1998-10-23,17,12.1,521,23.3,1330,0
401,1998-10-24,16.3,12.3,651,21.4,1455,0
401,1998-10-25,14.8,10,703,20.4,1419,0
401,1998-10-26,15.9,11.5,323,21.3,1350,0
401,1998-10-27,15,11.9,2349,18.6,1217,0
401,1998-10-28,13.6,9.8,715,16.8,1453,0
401,1998-10-29,14.7,9.6,536,19.5,1355,0
401,1998-10-30,14.6,12.3,2240,17.5,1340,0
401,1998-10-31,14.3,8,2358,19.6,1221,0
401,1998-11-01,8.7,3.5,702,14.5,1345,0
401,1998-11-02,9.9,6.2,334,14,1020,17.5
401,1998-11-03,11.1,4.8,608,18.6,1338,0
401,1998-11-04,13.6,9.3,0,18.6,1133,0
401,1998-11-05,11.9,5.5,652,19,1536,19
401,1998-11-06,13.8,9.6,651,19,1306,0
401,1998-11-07,13,9.8,656,18.4,1424,0
401,1998-11-08,13,6.4,635,18.3,1303,1
401,1998-11-09,8.9,5.5,2351,15.8,1,0
401,1998-11-10,6.6,2.7,648,10.4,1451,0
401,1998-11-11,11,6.8,3,17,1243,0
401,1998-11-12,10.9,3.9,555,17.9,1434,0
401,1998-11-13,15.3,11.8,701,19.2,1316,0
401,1998-11-14,17.3,15.2,621,21.2,1438,0
401,1998-11-15,16.8,12.6,730,20.8,1242,0
401,1998-11-16,14.6,10.8,2350,18.6,1253,4
401,1998-11-17,3.1,-0.9,2327,10.9,1,0
401,1998-11-18,-1.9,-4,648,1.7,1408,0
401,1998-11-19,-0.1,-4.6,420,6.3,1243,1.5
401,1998-11-20,0,-3.2,734,3.8,1409,0
401,1998-11-21,1.3,-0.8,639,5,1326,1.5
401,1998-11-22,2.3,-0.3,652,6.1,1318,1
401,1998-11-23,2.6,1,128,4.3,1300,1.5
401,1998-11-24,3.1,1.1,2356,6.7,1425,0.5
401,1998-11-25,3.2,-1,717,8.8,1258,0
401,1998-11-26,7.1,1.7,304,13,1359,0
401,1998-11-27,7.1,4.6,808,11.1,1338,3.5
401,1998-11-28,4.6,1.7,643,9.5,1334,0
401,1998-11-29,4.5,0.4,543,10,1440,0
401,1998-11-30,7.7,2.3,338,15,1408,0
401,1998-12-01,6.5,3.2,2349,8.7,239,0
401,1998-12-02,2.2,0.3,503,5.2,1418,0
401,1998-12-03,0.7,-1.4,813,4.4,1418,0
401,1998-12-04,1.4,-3.8,642,6.6,1411,0
401,1998-12-05,2.5,0.2,2348,5.4,1310,0
401,1998-12-06,3.2,-2.1,536,9.1,1442,0
401,1998-12-07,4.2,0.4,2355,8.1,1155,1
401,1998-12-08,-1.3,-3.5,809,1.1,1408,0
401,1998-12-09,-1.8,-4.2,2323,1.4,1231,0
401,1998-12-10,-0.1,-6.5,731,4.7,1456,0
401,1998-12-11,-0.3,-2.4,2358,4.3,4,1
401,1998-12-12,0.5,-5.4,649,6.5,1440,0
401,1998-12-13,6.2,1.6,7,10.5,1327,0
401,1998-12-14,,,,,,0
401,1998-12-15,4.8,,,,,0
401,1998-12-16,7.5,4.1,639,12.3,1407,0
401,1998-12-17,,2.2,357,12.5,1348,0
401,1998-12-18,7.5,1.5,652,14.4,1508,0
401,1998-12-19,7.6,2.4,2337,11.6,1403,0
401,1998-12-20,,,,,,0
401,1998-12-21,4.4,-0.6,614,10.8,1457,0
401,1998-12-22,,,,,,0
401,1998-12-24,,,,,,0
401,1998-12-29,,,,,,0
401,1998-12-30,-2.5,-5.2,737,-0.4,1117,0
401,1998-12-31,-1.5,-5.2,655,2.1,1410,0
401,1999-01-01,0,-6.2,743,4.6,1426,0
401,1999-01-02,3.6,1.3,234,6.6,1354,0
401,1999-01-03,2.7,-1.7,751,9.4,1442,0
401,1999-01-04,2.9,-2.5,728,10.4,1402,0
401,1999-01-05,3.8,-1.6,258,9.7,1402,0
401,1999-01-06,3.9,0.5,2332,6.9,1037,1
401,1999-01-07,-5.1,-7.7,2355,0.5,2,0
401,1999-01-08,-8,-9.8,717,-4.8,1442,0
401,1999-01-09,-8.3,-11,709,-4.6,1521,0
401,1999-01-10,-5.7,-9.4,755,-1.5,1428,0
401,1999-01-11,-5.1,-7.4,744,-1.1,1508,0
401,1999-01-12,,,,,,0
401,1999-01-13,,,,,,0
401,1999-01-14,,,,,,0
401,1999-01-15,,,,,,0
401,1999-01-16,,,,,,0
401,1999-01-17,-0.5,-5.2,803,5.3,1319,0
401,1999-01-18,3.1,-2.6,726,8.8,1441,0
401,1999-01-19,3.6,-1.2,2355,8.4,1256,0
401,1999-01-20,-1.8,-4.3,809,2.1,1547,0
401,1999-01-21,0.4,-6.3,546,5.4,1348,0
401,1999-01-22,5.8,2.7,2,8.7,1125,0
401,1999-01-23,7,5.1,514,8.9,1349,0
401,1999-01-24,7.5,3.1,752,13.2,1528,0
401,1999-01-25,5.8,2,2321,8,1400,2.5
401,1999-01-26,4.6,0,608,8.8,1353,0
401,1999-01-27,,,,,,0
401,1999-01-28,-1.5,-4,722,1.7,1348,0
401,1999-01-29,-4.5,-7.5,2352,-1.7,1522,2
401,1999-01-30,,,,,,0
401,1999-01-31,,,,,,0
401,1999-02-01,,,,,,0
401,1999-02-02,,,,,,0
401,1999-02-03,-7.4,-11.2,704,-2.7,1620,0
401,1999-02-04,,,,,,0
401,1999-02-05,-0.4,-4.2,444,4.9,1330,0
401,1999-02-06,0.7,-4,609,5.5,1409,0
401,1999-02-07,,,,,,0
401,1999-02-08,,,,,,0
401,1999-02-09,3.1,-0.6,759,8.1,1557,0
401,1999-02-10,2.3,-0.4,721,7,1354,0
401,1999-02-11,1.1,-1.6,615,5.6,1217,0.5
401,1999-02-12,-3.9,-6.3,816,-1,1518,0
401,1999-02-13,-3.3,-7.1,646,1.9,1451,0
401,1999-02-14,-1.1,-3.4,718,1.2,2347,0
401,1999-02-15,3.9,1.1,27,8.2,1521,0
401,1999-02-16,4.6,-0.8,430,10.7,1600,0
401,1999-02-17,8,5.5,3,10.3,1543,0
401,1999-02-18,3.4,-1.8,2343,8.9,1333,0
401,1999-02-19,-0.8,-3.7,713,2.7,1315,0
401,1999-02-20,-1.7,-4.3,2359,1.8,1544,0
401,1999-02-21,-0.7,-4.7,732,4.1,1602,0
401,1999-02-22,3.2,-1.2,537,8.4,1450,0
401,1999-02-23,5.1,-0.6,634,9.7,1435,0
401,1999-02-24,5.8,3.2,809,8.8,1421,0.5
401,1999-02-25,6.4,2.1,612,10.4,1455,0
401,1999-02-26,6.2,3.7,439,9.7,1403,0
401,1999-02-27,-1.1,-3.1,756,4.5,3,0
401,1999-02-28,0.9,-5.3,526,5.6,1519,0
401,1999-03-01,5.9,1.6,2,9.1,1620,0
401,1999-03-02,6.7,2.3,730,12.5,1432,0
401,1999-03-03,8.1,2.6,601,13.9,1501,0
401,1999-03-04,11.6,3.8,747,19.5,1500,0
401,1999-03-05,7.4,1.8,2350,13.1,311,2.5
401,1999-03-06,5.5,0.5,335,10.9,1521,0
401,1999-03-07,5.7,2.5,708,10.5,1459,0
401,1999-03-08,3.9,2.1,355,7.6,1344,0
401,1999-03-09,3.9,1.2,649,7.7,1547,0
401,1999-03-10,5,2.1,657,9.7,1308,0
401,1999-03-11,3.3,-1,636,8.7,1459,0
401,1999-03-12,6.4,0.6,646,13.1,1418,0
401,1999-03-13,9.6,2.2,615,16.6,1550,0
401,1999-03-14,11,7.4,530,14.9,1542,0
401,1999-03-15,9.8,7.7,2355,14,1646,1.5
401,1999-03-16,10.2,4.3,648,18.3,1314,0
401,1999-03-17,11.7,6.7,515,17.3,1445,0
401,1999-03-18,11.4,10.4,2133,14.2,1101,40
401,1999-03-19,,,,,,0.5
401,1999-03-20,,3.4,417,11.8,1447,0
401,1999-03-21,2.1,-2.2,2336,6.6,2,2.5
401,1999-03-22,,-5,655,5.1,1608,0
401,1999-03-23,4.2,-2.1,510,10.4,1551,0
401,1999-03-24,,0.5,655,11.8,1706,0
401,1999-03-25,,,,,,0
401,1999-03-26,9.5,7.3,2253,12,56,4
401,1999-03-27,9.1,5.4,617,14.9,1206,0
401,1999-03-28,4.7,1.2,2319,8.8,1459,0
401,1999-03-29,4.6,0,359,8.7,1613,0
401,1999-03-30,8.9,2.2,559,16.1,1523,0
401,1999-03-31,11.3,3.5,611,16.9,1440,0
401,1999-04-01,10.5,9.1,314,14.3,1113,9.5
401,1999-04-02,9.9,5.7,0,14.4,1456,0
401,1999-04-03,7.3,4.4,514,12.3,1304,0
401,1999-04-04,8.9,1.7,609,15.1,1350,0
401,1999-04-05,11.1,6.7,645,18.1,1326,11.5
401,1999-04-06,8.1,5.5,2344,13.2,1431,0.5
401,1999-04-07,8.9,2.6,610,14.3,1429,0
401,1999-04-08,12.4,6.5,602,18.5,1513,0
401,1999-04-09,11.1,7.9,426,15.3,1422,22
401,1999-04-10,13.7,10.4,3,19.2,1239,16
401,1999-04-11,15.8,8.6,614,23.1,1505,0
401,1999-04-12,11.3,8.7,2353,14.2,2,20.5
401,1999-04-13,8.1,6.4,752,10,1821,6
401,1999-04-14,10.2,6.4,504,16,1502,0
401,1999-04-15,12.4,5.5,431,19.9,1335,0
401,1999-04-16,13.2,10.7,2,17.1,1114,0
401,1999-04-17,16.8,11.4,602,23.1,1501,0
401,1999-04-18,19.8,12.3,606,27.8,1508,0
401,1999-04-19,19.2,12.5,629,26.3,1335,0
401,1999-04-20,18.9,12.3,514,25.9,1554,0
401,1999-04-21,18.9,14.6,549,25.6,1310,0
401,1999-04-22,19.8,13.6,628,26.2,1438,0
401,1999-04-23,20.9,14.3,608,26.8,1402,0
401,1999-04-24,21.3,15.7,610,29.7,1438,0
401,1999-04-25,22.2,15.2,502,29.5,1309,0
401,1999-04-26,20.9,15.9,606,28,1353,0
401,1999-04-27,15.4,10.5,2333,21.7,1030,0
401,1999-04-28,14.6,10.5,153,21.2,1458,0
401,1999-04-29,15.8,8.3,531,22.4,1551,0
401,1999-04-30,16.4,9.8,549,24.3,1303,0
401,1999-05-01,15.8,12.4,502,20.7,1432,0
401,1999-05-02,17.2,10.9,454,22.7,1557,0
401,1999-05-03,14.9,13.5,421,17.9,5,56.5
401,1999-05-04,18.5,13.5,541,25.1,1332,0
401,1999-05-05,17.1,11.2,634,23,1318,0
401,1999-05-06,16.8,11,536,22.3,1344,0
401,1999-05-07,17.6,13.1,610,24,1209,0
401,1999-05-08,18.8,11.7,541,25.7,1256,0
401,1999-05-09,18.3,13.6,538,25.2,1401,0
401,1999-05-10,,,,,,0
401,1999-05-11,,,,,,0
401,1999-05-12,18,11.8,543,25.1,1434,0
401,1999-05-13,19.2,13.3,504,25.6,1328,0
401,1999-05-14,18.8,13.8,615,26.8,1520,0
401,1999-05-15,16.5,15.6,519,18.3,1238,0
401,1999-05-16,20.4,15.7,703,27.5,1426,0
401,1999-05-17,22.6,14.9,536,29.5,1615,0
401,1999-05-18,17.3,12.8,2249,22.7,1,37.5
401,1999-05-19,13.5,,,,,1.5
401,1999-05-20,,,,,,0
401,1999-05-21,20.6,11.7,445,28.4,1431,0
401,1999-05-22,21.2,15.2,434,28.4,1554,0
401,1999-05-23,22.1,17,240,28.4,1507,0.5
401,1999-05-24,15.7,13.7,2356,19.9,1,28.5
401,1999-05-25,16.8,11.4,419,21,1447,0
401,1999-05-26,16.7,13.4,514,18.7,903,0.5
401,1999-05-27,15.8,12.6,1151,19.8,1538,4.5
401,1999-05-28,16.4,12.4,314,22,1451,0
401,1999-05-29,18.2,12.1,443,24.4,1455,0
401,1999-05-30,21.1,12.4,417,28.7,1419,0
401,1999-05-31,22.3,14.2,609,29.6,1259,0
401,1999-06-01,20.4,18.4,2327,22.7,1245,15
401,1999-06-02,19.5,17.4,550,23,1535,23
401,1999-06-03,22.4,16.9,502,29,1236,0
401,1999-06-04,24.5,18,456,31.4,1525,0
401,1999-06-05,,,,,,
401,1999-06-06,22.8,20.3,2220,26.8,930,0.5
401,1999-06-07,23.8,19.1,520,29.8,1541,0
401,1999-06-08,24.3,18.7,528,30.2,1217,0
401,1999-06-09,24.7,17.6,538,31.9,1500,0
401,1999-06-10,24.1,20.2,507,29.4,1346,0
401,1999-06-11,23.6,19.3,555,29.7,1334,0
401,1999-06-12,24.3,18.3,348,31.6,1432,0
401,1999-06-13,24.6,19,453,31.6,1623,0
401,1999-06-14,26,19,522,32.8,1526,0
401,1999-06-15,24.6,21.4,544,32.1,1221,0
401,1999-06-16,19.2,18.1,1718,22.6,155,14
401,1999-06-17,21.6,17.2,509,25.7,1154,0
401,1999-06-18,22.6,18.3,515,28.4,1423,0
401,1999-06-19,21.9,17.2,539,27.5,1545,0
401,1999-06-20,22.1,17.1,501,27.9,1547,0
401,1999-06-21,24.3,19.3,605,32.9,1328,1.5
401,1999-06-22,25.9,20.2,213,32.2,1308,0
401,1999-06-23,20.4,17.8,2336,24.5,3,25
401,1999-06-24,22,17.6,42,27.1,1156,0
401,1999-06-25,24,20.1,237,30.4,1406,0
401,1999-06-26,25.7,21.5,215,32.7,1436,0
401,1999-06-27,25.9,21.2,119,32.6,1517,0
401,1999-06-28,27.8,21.2,525,34.9,1513,0
401,1999-06-29,28.1,23.7,340,34.8,1443,0
401,1999-06-30,26.6,22.5,458,33.1,1419,0
401,1999-07-01,26.4,21.8,430,32.1,1201,0
401,1999-07-02,25.9,23.6,2334,31,1401,0
401,1999-07-03,26.6,21.8,532,32.8,1357,0
401,1999-07-04,26.4,23.4,2359,31.3,1443,0
401,1999-07-05,26.5,21.7,449,32.8,1529,0
401,1999-07-06,26.7,22.6,452,33.1,1439,0
401,1999-07-07,27,22.6,454,34.4,1513,0
401,1999-07-08,26.8,22.6,453,31.9,1301,0
401,1999-07-09,23.7,20.9,558,27.5,1704,13.5
401,1999-07-10,22,19.2,1042,25.7,1702,32.5
401,1999-07-11,25,20.5,442,30.8,1541,0
401,1999-07-12,24.5,19.5,434,28.9,1140,0
401,1999-07-13,26.6,22.4,530,31.8,1315,0
401,1999-07-14,27.8,23.3,525,33.8,1707,0
401,1999-07-15,23.8,20.1,915,27.5,1347,4
401,1999-07-16,24.9,22.3,439,31,1536,0
401,1999-07-17,25.5,22.9,438,31.2,1519,0
401,1999-07-18,25.7,22.1,748,32.1,1549,0
401,1999-07-19,28.2,23.2,456,35.4,1453,0
401,1999-07-20,30,24.9,445,36.5,1609,0
401,1999-07-21,29.3,25.4,636,35.8,1606,5.5
401,1999-07-22,26,23.3,1729,30.7,1602,24.5
401,1999-07-23,26.8,24.4,425,31,1453,0.5
401,1999-07-24,26.7,24.5,628,30.5,1452,0.5
401,1999-07-25,27.9,24,630,33.1,1558,3
401,1999-07-26,30.5,25.4,456,37.1,1404,0
401,1999-07-27,29.2,28.2,501,31.5,1300,0
401,1999-07-28,24.8,23.8,2356,28.8,21,65
401,1999-07-29,25.2,23.3,131,26.8,1710,16
401,1999-07-30,27.8,25.1,233,32.5,1355,3
401,1999-07-31,25.8,24.5,1807,28,1320,39
401,1999-08-01,23.9,22.9,623,25.7,2,154
401,1999-08-02,21.4,20.3,1128,23.4,1,210
401,1999-08-03,21.7,20.3,1153,26.7,1947,62
401,1999-08-04,25.3,20.6,1,31.3,1326,0
401,1999-08-05,27.4,22.6,430,33.5,1530,0
401,1999-08-06,28.7,23.7,441,36,1440,0
401,1999-08-07,30,25.9,309,35.5,1327,0
401,1999-08-08,30.8,25.7,355,37,1507,0.5
401,1999-08-09,28.9,27.2,610,31.3,1709,0.5
401,1999-08-10,31,25.9,509,38,1542,0
401,1999-08-11,29.4,26.1,2003,36.4,1248,1.5
401,1999-08-12,30,25.4,506,36.4,1443,0
401,1999-08-13,30.1,25.4,539,36.2,1537,0
401,1999-08-14,29.8,25.9,545,36.5,1548,0
401,1999-08-15,29,24.8,522,35.1,1451,0
401,1999-08-16,29.6,24.9,609,35.1,1420,0
401,1999-08-17,30.3,24.7,620,36.1,1516,0
401,1999-08-18,26.8,22.2,2321,31.3,1105,0.5
401,1999-08-19,25.8,21.8,342,31.3,1211,0
401,1999-08-20,25.9,22.8,2327,30.7,1320,6
401,1999-08-21,24.6,22,2234,27.9,1423,1
401,1999-08-22,24.4,21.2,603,29.1,1339,0
401,1999-08-23,26.2,21.1,552,32.3,1244,0
401,1999-08-24,26.5,22.5,626,32.5,1504,0
401,1999-08-25,25.7,22.6,630,29.3,1525,0
401,1999-08-26,25.2,21.9,653,31.3,1325,0
401,1999-08-27,22.6,20.8,1449,26.8,1049,14.5
401,1999-08-28,24.9,20.2,555,30.5,1253,0
401,1999-08-29,25.4,21.4,600,29.7,1500,0
401,1999-08-30,24.9,21.8,1545,31.9,1313,13.5
401,1999-08-31,24.5,22.1,411,31.6,1426,2
401,1999-09-01,26.2,21.2,513,33.4,1531,0
401,1999-09-02,27.4,22.3,538,34.9,1454,0
401,1999-09-03,27.9,22.9,612,35.3,1625,0
401,1999-09-04,27.6,22.6,549,34.7,1420,0
401,1999-09-05,23.3,21.7,1620,26.1,1037,65
401,1999-09-06,25.8,20.6,456,32.4,1550,0
401,1999-09-07,25.2,22.4,635,30,1355,12.5
401,1999-09-08,26.3,23.7,43,31.1,1453,0
401,1999-09-09,26.8,23.6,523,31.1,1217,0.5
401,1999-09-10,26,22.7,418,32.1,1329,10.5
401,1999-09-11,26.5,24.2,633,31.3,1318,0
401,1999-09-12,26.8,24.5,550,32.7,1408,0
401,1999-09-13,27.2,22.1,504,33.8,1427,0
401,1999-09-14,26.1,23,557,30.9,1358,0
401,1999-09-15,24.9,20.6,632,32.2,1438,0
401,1999-09-16,25.4,20.7,544,31.9,1428,0
401,1999-09-17,25.3,22,614,31.1,1350,0
401,1999-09-18,20.9,19.7,459,23.4,1,16.5
401,1999-09-19,22.3,18.8,2358,28,1458,80.5
401,1999-09-20,16.8,16,2333,18.8,1,151
401,1999-09-21,16.8,13.5,410,19.3,1450,30.5
401,1999-09-22,19.5,18.5,3,21.8,1224,1.5
401,1999-09-23,19.7,17.6,314,22.5,1154,1.5
401,1999-09-24,20.5,18.1,442,25.1,1559,16
401,1999-09-25,20.9,16.7,632,25.7,1319,0
401,1999-09-26,21.1,15.2,443,28.7,1426,0
401,1999-09-27,22.1,17.3,616,29.2,1336,0
401,1999-09-28,23.2,18,607,30.4,1307,0
401,1999-09-29,21.9,18.7,602,25.4,1146,0
401,1999-09-30,20.9,17.5,712,26,1235,0
401,1999-10-01,19.6,17.9,40,21.8,1027,12.5
401,1999-10-02,14.7,12,2352,18.4,1,15
401,1999-10-03,14.2,9.6,637,20.2,1308,0
401,1999-10-04,15.7,10.1,650,22.6,1448,0
401,1999-10-05,17.5,13.8,650,22.6,1300,0
401,1999-10-06,16.7,14.2,335,20,1509,0
401,1999-10-07,17.5,14.8,827,22.3,1541,12.5
401,1999-10-08,18.3,14.5,645,24.5,1357,0
401,1999-10-09,19.1,14.6,606,26.1,1417,0
401,1999-10-10,17.4,15,2120,20.7,1225,19.5
401,1999-10-11,18.2,15.6,1,23.9,1519,3
401,1999-10-12,19.1,14.7,703,25.1,1454,0
401,1999-10-13,18.6,14.4,2345,22,1456,0
401,1999-10-14,18.2,13.7,235,24,1414,0
401,1999-10-15,16,9.1,2359,21.6,1259,0
401,1999-10-16,7.3,5.5,617,9.9,1144,0
401,1999-10-17,8.2,2.8,536,13.9,1045,0.5
401,1999-10-18,11,5.9,243,17.9,1410,0
401,1999-10-19,12.5,7.3,502,19.2,1312,0
401,1999-10-20,13.6,7.1,522,20.8,1248,0
401,1999-10-21,14.7,11.2,448,20.1,1558,0
401,1999-10-22,14.8,9.4,409,20.3,1346,0
401,1999-10-23,15.7,11.8,642,22.1,1505,0
401,1999-10-24,14.9,9.7,639,22.5,1517,0
401,1999-10-25,15.7,10.1,643,22.9,1358,0
401,1999-10-26,15.5,11.4,627,20.2,1240,0
401,1999-10-27,16,11.5,550,22.4,1405,0
401,1999-10-28,15.7,12,211,19,1459,28
401,1999-10-29,9.3,6.6,759,15.2,1,0
401,1999-10-30,9.7,5,700,15.7,1419,0
401,1999-10-31,8.5,6.7,1941,11.9,1208,20
401,1999-11-01,8.4,6.2,2357,11.4,1256,3
401,1999-11-02,7.7,4.8,616,12.1,1519,0
401,1999-11-03,7.8,2.6,552,12.3,1408,0
401,1999-11-04,9.7,2.8,631,15.4,1359,0
401,1999-11-05,12.4,7,522,19.4,1321,0
401,1999-11-06,13.5,8.5,704,20.7,1423,0
401,1999-11-07,12.7,7.8,620,18.4,1239,0
401,1999-11-08,13.7,9.3,704,19.3,1438,0
401,1999-11-09,13.4,10.8,626,18.4,1442,0
401,1999-11-10,12.5,8.6,655,17.2,1338,0
401,1999-11-11,11,10,331,11.8,1034,9
401,1999-11-12,12.4,10.3,727,16.1,1414,3.5
401,1999-11-13,11.2,7.9,607,16.6,1349,0
401,1999-11-14,11.6,5.1,625,18.6,1541,0
401,1999-11-15,10.7,8.5,739,14.4,1225,0
401,1999-11-16,7.8,4.7,2352,12.4,1342,0
